kmname,str
laboratory_and_radiology_data,preprocedure studies
laboratory_and_radiology_data,preprocedure study
laboratory_and_radiology_data,diagnostic studies
laboratory_and_radiology_data,diagnostic study
laboratory_and_radiology_data,Laboratory or imaging
laboratory_and_radiology_data,laboratory or imaging
laboratory_and_radiology_data,laboratory imaging
laboratory_and_radiology_data,comparison_studies
laboratory_and_radiology_data,comparison studies
laboratory_and_radiology_data,comparison study
laboratory_and_radiology_data,diagnostic tests and procedures
laboratory_and_radiology_data,diagnostic test and procedure
laboratory_and_radiology_data,diagnostic test procedure
telemetry,telemetry
telemetry,tele
telemetry,telemetry
laboratory_data,laboratory data/diagnostic studies
laboratory_data,laboratory data diagnostic study
laboratory_data,laboratory data
laboratory_data,laboratory studies
laboratory_data,laboratory study
laboratory_data,pertinent laboratory data
laboratory_data,significant laboratory findings on discharge
laboratory_data,significant laboratory finding on discharge
laboratory_data,significant laboratory finding discharge
laboratory_data,admission laboratory data
laboratory_data,laboratory values
laboratory_data,laboratory value
laboratory_data,laboratory_data
laboratory_data,laboratories
laboratory_data,laboratory
laboratory_data,lab data
laboratory_data,Laboratory Tests
laboratory_data,laboratory test
laboratory_data,MOST RECENT LABORATORY DATA
laboratory_data,most recent laboratory data
laboratory_data,significant laboratory findings
laboratory_data,significant laboratory finding
laboratory_data,laboratory
laboratory_data,lab tests
laboratory_data,lab test
laboratory_data,pertinent laboratory
laboratory_data,laboratory study data
laboratory_data,laboratory findings
laboratory_data,laboratory finding
laboratory_data,admission laboratory
laboratory_data,labs discharge
laboratory_data,lab discharge
laboratory_data,pertinent labs
laboratory_data,pertinent lab
laboratory_data,laboratory at discharge
laboratory_data,laboratory discharge
laboratory_data,labs
laboratory_data,lab
laboratory_data,laboratory examination
laboratory_data,laboratory exam
laboratory_data,preoperative lab
laboratory_data,laboratory evaluation
laboratory_data,preop lab
common_chemistries,common_chemistries
common_chemistries,common chemistries
common_chemistries,common chemistry
basic_metabolic_panel,basic metabolic panel
basic_metabolic_panel,electrolytes
basic_metabolic_panel,electrolyte
basic_metabolic_panel,basic_metabolic_panel
basic_metabolic_panel,BMP
basic_metabolic_panel,bmp
basic_metabolic_panel,lytes
blood_glucose,blood glucose
blood_glucose,accucheck
blood_glucose,blood_glucose
blood_glucose,BG
blood_glucose,bg
complete_metabolic_panel,comprehensive metabolic panel
complete_metabolic_panel,complete_metabolic_panel
complete_metabolic_panel,complete metabolic panel
complete_metabolic_panel,CMP
complete_metabolic_panel,cmp
coagulation_panel,INRxxx
coagulation_panel,inrxxx
coagulation_panel,coags
coagulation_panel,coagulation_panel
coagulation_panel,PTxxx
coagulation_panel,ptxxx
coagulation_panel,PTTxxx
coagulation_panel,pttxxx
coagulation_panel,coagulation panel
cardiac_enzymes,cardiac_enzymes
cardiac_enzymes,cardiac enzymes
cardiac_enzymes,cardiac enzyme
csf_analysis,csf analysis
csf_analysis,csf_analysis
urinalysis,urinalysis
urinalysis,urinalysis
ascitic_fluid_or_peritoneal_aspirate_analysis,ascitic_fluid_or_peritoneal_aspirate_analysis
ascitic_fluid_or_peritoneal_aspirate_analysis,ascitic fluid or peritoneal aspirate analysis
ascitic_fluid_or_peritoneal_aspirate_analysis,ascitic fluid peritoneal aspirate analysis
joint_fluid_analysis,joint fluid analysis
joint_fluid_analysis,joint_fluid_analysis
pericardial_fluid_analysis,pericardial_fluid_analysis
pericardial_fluid_analysis,pericardial fluid analysis
pleural_fluid_analysis,pleural_fluid_analysis
pleural_fluid_analysis,pleural fluid analysis
skin_testing,skin testing
skin_testing,skin test
skin_testing,skin_testing
skin_anergy_panel,skin anergy panel
skin_anergy_panel,skin_anergy_panel
skin_tests_for_exposure_to_microorganisms,skin_tests_for_exposure_to_microorganisms
skin_tests_for_exposure_to_microorganisms,skin tests for exposure to microorganisms
skin_tests_for_exposure_to_microorganisms,skin test for exposure to microorganism
skin_tests_for_exposure_to_microorganisms,skin test exposure microorganism
toxicological_studies,toxicological_studies
toxicological_studies,toxicological studies
toxicological_studies,toxicological study
microbiology,microbiology
microbiology,microscopic description
microbiology,micro
microbiology,microscopic summary
microbiology,Microbiological Studies
microbiology,microbiological study
microbiology,micro/comment
microbiology,micro comment
microbiology,microbiology
microbiology,microbiology data
culture,culture
culture,culture
cultures_bacteria,cultures bacteria
cultures_bacteria,culture bacterium
cultures_bacteria,cultures_bacteria
cultures_fungi,cultures_fungi
cultures_fungi,cultures fungi
cultures_fungi,culture fungus
cultures_mycobacteria,cultures mycobacteria
cultures_mycobacteria,culture mycobacterium
cultures_mycobacteria,cultures_mycobacteria
cultures_mycoplasma_rickettsia_and_chlamydia,cultures_mycoplasma_rickettsia_and_chlamydia
cultures_mycoplasma_rickettsia_and_chlamydia,cultures mycoplasma rickettsia and chlamydia
cultures_mycoplasma_rickettsia_and_chlamydia,culture mycoplasma rickettsia and chlamydia
cultures_mycoplasma_rickettsia_and_chlamydia,culture mycoplasma rickettsia chlamydia
cultures_viruses,cultures_viruses
cultures_viruses,cultures viruses
cultures_viruses,culture virus
cytological_examination,cytological examination
cytological_examination,cytological_examination
cytological_examination,Cytological Examination for Malignant Neoplastic Disorders
cytological_examination,cytological examination for malignant neoplastic disorder
cytological_examination,cytological examination malignant neoplastic disorder
cytological_examination,cytology
biopsies_consistent_with_malignant_neoplastic_disorders,biopsies_consistent_with_malignant_neoplastic_disorders
biopsies_consistent_with_malignant_neoplastic_disorders,biopsies consistent with malignant neoplastic disorders
biopsies_consistent_with_malignant_neoplastic_disorders,biopsy consistent with malignant neoplastic disorder
biopsies_consistent_with_malignant_neoplastic_disorders,biopsy consistent malignant neoplastic disorder
biopsies_consistent_with_malignant_neoplastic_disorders,biopsies_consistent_with_malignant_neoplastic_disorders
electron_microscopy,electron microscopy
electron_microscopy,electron_microscopy
cardiovascular_studies,cardiovascular studies
cardiovascular_studies,cardiovascular study
cardiovascular_studies,cardiac studies
cardiovascular_studies,cardiac study
cardiovascular_studies,cardiovascular_studies
cardiovascular_studies,Last cardiac functional study
cardiovascular_studies,last cardiac functional study
electrophysiology_results,electrophysiology results
electrophysiology_results,electrophysiology result
electrophysiology_results,electrophysiology_results
electrophysiology_results,electrophysiology procedural information
echocardiogram,echocardiogram
echocardiogram,echocardiography
echocardiogram,echo
echocardiogram,echocardiogram
valvular_data,valvular data
valvular_data,valves
valvular_data,valve
valvular_data,valvular data before procedure
valvular_data,valvular data after procedure
valvular_data,valvular_data
electrocardiogram,ecg changes
electrocardiogram,ecg change
electrocardiogram,ecg
electrocardiogram,electrocardiogram
electrocardiogram,EKG
electrocardiogram,ecg
electrocardiogram,ekg changes
electrocardiogram,ecg change
electrocardiogram,electrocardiogram
stress_test,Cardiovascular Stress Tests
stress_test,cardiovascular stress test
stress_test,stress_test
stress_test,thallium stress test
stress_test,dobutamine echo
stress_test,stress test
stress_test,stress test data
pulmonary_tests,pulmonary labs
pulmonary_tests,pulmonary lab
pulmonary_tests,pulmonary tests
pulmonary_tests,pulmonary test
pulmonary_tests,pulmonary_tests
sleep_studies,sleep studies
sleep_studies,sleep study
sleep_studies,sleep_studies
sleep_studies,Pulmonary Sleep Monitoring
sleep_studies,pulmonary sleep monitor
sleep_studies,sleep study
abg,abg
abg,Arterial Blood Gases and pH
abg,arterial blood gas and ph
abg,arterial blood gas ph
abg,abg
pfts,Pulmonary Function Tests
pfts,pulmonary function test
pfts,pfts
pfts,PFTs
pfts,pft
pfts,PFT
pfts,pft
pfts,pfts
neurological_studies,neurological studies
neurological_studies,neurological study
neurological_studies,neurological_studies
eeg,eeg
eeg,eeg
visual_and_auditory_evoked_potentials,visual_and_auditory_evoked_potentials
visual_and_auditory_evoked_potentials,visual and auditory evoked potentials
visual_and_auditory_evoked_potentials,visual and auditory evoke potential
visual_and_auditory_evoked_potentials,visual auditory evoke potential
electronystagmogram_and_vestibular_function_tests,electronystagmogram_and_vestibular_function_tests
electronystagmogram_and_vestibular_function_tests,electronystagmogram and vestibular function tests
electronystagmogram_and_vestibular_function_tests,electronystagmogram and vestibular function test
electronystagmogram_and_vestibular_function_tests,electronystagmogram vestibular function test
electromyography,electromyography
electromyography,electromyography
nerve_conduction_velocities,nerve_conduction_velocities
nerve_conduction_velocities,nerve conduction velocities
nerve_conduction_velocities,nerve conduction velocity
eyes_formal_visual_field_testing,eyes formal visual field testing
eyes_formal_visual_field_testing,eye formal visual field test
eyes_formal_visual_field_testing,eyes_formal_visual_field_testing
radiographic_studies,radiographic_studies
radiographic_studies,radiographic studies
radiographic_studies,radiographic study
radiographic_studies,radiology
radiographic_studies,radiologic data
radiographic_studies,RECENT RADIOLOGY IMPRESSIONS
radiographic_studies,recent radiology impression
radiographic_studies,radiology results
radiographic_studies,radiology result
radiographic_studies,radiographs
radiographic_studies,radiograph
radiographic_studies,radiography
radiographic_studies,Imaging Techniques (Indirect)
radiographic_studies,imaging technique indirect
radiographic_studies,significant radiologic findings
radiographic_studies,significant radiologic finding
radiographic_studies,imaging
radiographic_studies,radiology studies
radiographic_studies,radiology study
radiographic_studies,radiology reports
radiographic_studies,radiology report
radiographic_studies,radiological data
radiographic_studies,imaging studies
radiographic_studies,imaging study
imaging_findings,findings
imaging_findings,finding
imaging_findings,radiographic findings
imaging_findings,radiographic finding
imaging_findings,imaging findings
imaging_findings,imaging finding
imaging_findings,imaging_findings
imaging_impression,imaging_impression
imaging_impression,radiographic impression
imaging_impression,imaging impression
types_of_radiographic_studies,types of radiographic studies
types_of_radiographic_studies,type of radiographic study
types_of_radiographic_studies,type radiographic study
types_of_radiographic_studies,types_of_radiographic_studies
routine_xray_radiographic_studies,routine xray radiographic studies
routine_xray_radiographic_studies,routine x ray radiographic study
routine_xray_radiographic_studies,routine_xray_radiographic_studies
chest_xray,pa and lateral chest
chest_xray,pa lateral chest
chest_xray,pa chest
chest_xray,Xray Chest
chest_xray,x ray chest
chest_xray,chest_xray
chest_xray,chest xray
chest_xray,chest x ray
chest_xray,cxr
xray_abdomen_plain_film,xray_abdomen_plain_film
xray_abdomen_plain_film,xray abdomen plain film
xray_abdomen_plain_film,x ray abdomen plain film
xray_joints_and_bony_structures,xray_joints_and_bony_structures
xray_joints_and_bony_structures,xray joints and bony structures
xray_joints_and_bony_structures,x ray joint and bony structure
xray_joints_and_bony_structures,x ray joint bony structure
xray_skull,xray skull
xray_skull,x ray skull
xray_skull,xray_skull
xray_spine,xray_spine
xray_spine,Xray Cervical Thoracic and/or Lumbosacral Spine
xray_spine,x ray cervical thoracic and or lumbosacral spine
xray_spine,x ray cervical thoracic lumbosacral spine
xray_spine,xray spine
xray_spine,x ray spine
cspine_xray,cspine xray
cspine_xray,cspine x ray
cspine_xray,cspine_xray
tspine_xray,tspine xray
tspine_xray,tspine x ray
tspine_xray,tspine_xray
lspine_xray,lspine_xray
lspine_xray,lspine xray
lspine_xray,lspine x ray
xray_pelvis,xray_pelvis
xray_pelvis,xray pelvis
xray_pelvis,x ray pelvis
xray_long_bones_extremities,xray_long_bones_extremities
xray_long_bones_extremities,xray long bones extremities
xray_long_bones_extremities,x ray long bone extremity
xray_hand,xray_hand
xray_hand,hand xray
xray_hand,hand x ray
xray_hand,xray hand
xray_hand,x ray hand
xray_wrist,xray wrist
xray_wrist,x ray wrist
xray_wrist,wrist xray
xray_wrist,wrist x ray
xray_wrist,xray_wrist
xray_foot,xray_foot
xray_foot,xray foot
xray_foot,x ray foot
xray_joints,xray_joints
xray_joints,xray joints
xray_joints,x ray joint
xray_neck_soft_tissues,xray neck soft tissues
xray_neck_soft_tissues,x ray neck soft tissue
xray_neck_soft_tissues,xray_neck_soft_tissues
xray_extremities_soft_tissues,xray extremities soft tissues
xray_extremities_soft_tissues,x ray extremity soft tissue
xray_extremities_soft_tissues,xray_extremities_soft_tissues
mammogram,mammogram
mammogram,Mammography
mammogram,mammography
mammogram,mammogram
ultrasound,Ultrasonography
ultrasound,ultrasonography
ultrasound,ULTRASOUND EVALUATIONS
ultrasound,ultrasound evaluation
ultrasound,ultrasound
ultrasound,ultrasound
ultrasonography_abdomen,ultrasonography abdomen
ultrasonography_abdomen,ultrasonography_abdomen
ultrasonography_kidneys_and_retroperitoneum,ultrasonography_kidneys_and_retroperitoneum
ultrasonography_kidneys_and_retroperitoneum,ultrasonography kidneys and retroperitoneum
ultrasonography_kidneys_and_retroperitoneum,ultrasonography kidney and retroperitoneum
ultrasonography_kidneys_and_retroperitoneum,ultrasonography kidney retroperitoneum
ultrasonography_liver_and_biliary_tract,ultrasonography_liver_and_biliary_tract
ultrasonography_liver_and_biliary_tract,ultrasonography liver and biliary tract
ultrasonography_liver_and_biliary_tract,ultrasonography liver biliary tract
ultrasonography_pancreas,ultrasonography_pancreas
ultrasonography_pancreas,ultrasonography pancreas
ultrasonography_abdominal_vessels,ultrasonography_abdominal_vessels
ultrasonography_abdominal_vessels,ultrasonography abdominal vessels
ultrasonography_abdominal_vessels,ultrasonography abdominal vessel
ultrasonography_pelvis,ultrasonography pelvis
ultrasonography_pelvis,ultrasonography_pelvis
contrast_studies,contrast studies
contrast_studies,contrast study
contrast_studies,contrast_studies
angiocardiography,angiocardiography
angiocardiography,angiocardiography
pulmonary_arteriography,pulmonary arteriography
pulmonary_arteriography,pulmonary_arteriography
gastrointestinal_barium_contrast_studies,gastrointestinal barium contrast studies
gastrointestinal_barium_contrast_studies,gastrointestinal barium contrast study
gastrointestinal_barium_contrast_studies,gastrointestinal_barium_contrast_studies
barium_swallow_or_cine-esophogram,barium swallow or cine-esophogram
barium_swallow_or_cine-esophogram,barium swallow or cine esophogram
barium_swallow_or_cine-esophogram,barium swallow cine esophogram
barium_swallow_or_cine-esophogram,barium_swallow_or_cine-esophogram
barium_swallow_or_cine-esophogram,barium_swallow_or_cine esophogram
upper_gi_series_barium_meal,upper gi series barium meal
upper_gi_series_barium_meal,upper_gi_series_barium_meal
small_bowel_follow_through,small_bowel_follow_through
small_bowel_follow_through,small bowel follow through
barium_enema,barium_enema
barium_enema,barium enema
cholecystography,cholecystography
cholecystography,cholecystography
intravenous_cholangiography,intravenous_cholangiography
intravenous_cholangiography,intravenous cholangiography
percutaneous_cholangiography,percutaneous cholangiography
percutaneous_cholangiography,percutaneous_cholangiography
endoscopic_retrograde_cholangiopancreatography,endoscopic_retrograde_cholangiopancreatography
endoscopic_retrograde_cholangiopancreatography,endoscopic retrograde cholangiopancreatography
pyelography,pyelography
pyelography,pyelography
cystography,cystography
cystography,cystography
myelography,myelography
myelography,myelography
angiography,angiographic findings
angiography,angiographic finding
angiography,angiography
angiography,angioplasty lesion results
angiography,angioplasty lesion result
angiography,angiography
cardiac_cath,cardiac_cath
cardiac_cath,coronary arteriography
cardiac_cath,Cardiac Catheterization
cardiac_cath,cardiac catheterization
cardiac_cath,cardiac cath
cardiac_cath,cath
cerebral_angiography,cerebral angiography
cerebral_angiography,cerebral_angiography
thoracic_angiography,thoracic_angiography
thoracic_angiography,thoracic angiography
abdominal_angiography,abdominal_angiography
abdominal_angiography,abdominal angiography
renal_and_adrenal_angiography,renal and adrenal angiography
renal_and_adrenal_angiography,renal adrenal angiography
renal_and_adrenal_angiography,renal_and_adrenal_angiography
extremities_angiography,extremities angiography
extremities_angiography,extremity angiography
extremities_angiography,extremities_angiography
lymphangiography,lymphangiography
lymphangiography,lymphangiography
hysterosalpingography,hysterosalpingography
hysterosalpingography,hysterosalpingography
radionuclide_imaging,radionuclide_imaging
radionuclide_imaging,radionuclide imaging
brain_radioisotope_scan,brain radioisotope scan
brain_radioisotope_scan,brain_radioisotope_scan
thyroid_radioisotope_scan,thyroid radioisotope scan
thyroid_radioisotope_scan,thyroid_radioisotope_scan
cardiac_radioisotope_scan,cardiac radioisotope scan
cardiac_radioisotope_scan,cardiac_radioisotope_scan
ventilation_perfusion_scan,ventilation perfusion scan
ventilation_perfusion_scan,radionuclide ventilation perfusion scan
ventilation_perfusion_scan,Lung Radioisotope Scan
ventilation_perfusion_scan,lung radioisotope scan
ventilation_perfusion_scan,ventilation_perfusion_scan
hepatobiliary_radioisotope_scan,hepatobiliary_radioisotope_scan
hepatobiliary_radioisotope_scan,hepatobiliary radioisotope scan
kidney_radioisotope_scan,kidney_radioisotope_scan
kidney_radioisotope_scan,kidney radioisotope scan
bone_radioisotope_scan,bone_radioisotope_scan
bone_radioisotope_scan,bone radioisotope scan
endoscopic_procedure,endoscopic procedure
endoscopic_procedure,Endoscopic Visualization Procedures
endoscopic_procedure,endoscopic visualization procedure
endoscopic_procedure,endoscopic_procedure
endoscopic_findings,endoscopic findings
endoscopic_findings,endoscopic finding
endoscopic_findings,endoscopic_findings
endoscopic_impressions,endoscopic_impressions
endoscopic_impressions,endoscopic impressions
endoscopic_impressions,endoscopic impression
respiratory_tract_endoscopy,respiratory_tract_endoscopy
respiratory_tract_endoscopy,respiratory tract endoscopy
laryngoscopy,laryngoscopy
laryngoscopy,laryngoscopy
bronchoscopy,Bronchoscopy or Bronchial-Alveolar Lavage
bronchoscopy,bronchoscopy or bronchial alveolar lavage
bronchoscopy,bronchoscopy bronchial alveolar lavage
bronchoscopy,bronchoscopy
bronchoscopy,bronchoscopy
gastrointestinal_endoscopy,gastrointestinal_endoscopy
gastrointestinal_endoscopy,gastrointestinal endoscopy
egd,Esophagoscopy Gastroscopy And/Or Duodenoscopy
egd,esophagoscopy gastroscopy and or duodenoscopy
egd,esophagoscopy gastroscopy duodenoscopy
egd,egd
egd,egd
colonoscopy,colonoscopy
colonoscopy,colonoscopy
sigmoidoscopy,sigmoidoscopy
sigmoidoscopy,sigmoidoscopy
anoscopy,anoscopy
anoscopy,anoscopy
peritoneoscopy,peritoneoscopy
peritoneoscopy,peritoneoscopy
cystoscopy_and_cystometrogram,cystoscopy and cystometrogram
cystoscopy_and_cystometrogram,cystoscopy cystometrogram
cystoscopy_and_cystometrogram,cystoscopy_and_cystometrogram
culdoscopy_and_culdocentesis,culdoscopy and culdocentesis
culdoscopy_and_culdocentesis,culdoscopy culdocentesis
culdoscopy_and_culdocentesis,culdoscopy_and_culdocentesis
culposcopy,culposcopy
culposcopy,culposcopy
arthroscopy,arthroscopy
arthroscopy,arthroscopy
psychological_data,psychological data
psychological_data,psychological testing
psychological_data,psychological test
psychological_data,Psychological/Educational Testing
psychological_data,psychological educational test
psychological_data,psychological_data
educational_testing,educational_testing
educational_testing,educational testing
educational_testing,educational test
developmental_testing,DEVELOPMENTAL ASSESSMENT/RATING SCALES
developmental_testing,developmental assessment rating scale
developmental_testing,developmental testing
developmental_testing,developmental test
developmental_testing,developmental_testing
functional_assessment,FUNCTIONAL ASSESSMENT/DISCOMFORT ASSESSMENT
functional_assessment,functional assessment discomfort assessment
functional_assessment,functional_assessment
functional_assessment,functional assessment
pathologic_data,biopsies
pathologic_data,biopsy
pathologic_data,pathologic_data
pathologic_data,Biopsies and/or Histopathological Studies
pathologic_data,biopsy and or histopathological study
pathologic_data,biopsy histopathological study
pathologic_data,pathologic data
biopsy_nervous_system,biopsy nervous system
biopsy_nervous_system,biopsy_nervous_system
brain_biopsy,brain_biopsy
brain_biopsy,brain biopsy
peripheral_nerve_biopsy,peripheral_nerve_biopsy
peripheral_nerve_biopsy,peripheral nerve biopsy
respiratory_tract_histopathological_studies,respiratory_tract_histopathological_studies
respiratory_tract_histopathological_studies,respiratory tract histopathological studies
respiratory_tract_histopathological_studies,respiratory tract histopathological study
oropharynx_biopsy,oropharynx biopsy
oropharynx_biopsy,oropharynx_biopsy
upper_respiratory_tract_biopsy,upper respiratory tract biopsy
upper_respiratory_tract_biopsy,upper_respiratory_tract_biopsy
bronchial_aspirates,Bronchial Washings Or Brush Biopsy
bronchial_aspirates,bronchial washings or brush biopsy
bronchial_aspirates,bronchial washings brush biopsy
bronchial_aspirates,bronchial_aspirates
bronchial_aspirates,bronchial aspirates
bronchial_aspirates,bronchial aspirate
lung_biopsy,lung biopsy
lung_biopsy,lung_biopsy
endobronchial_or_transbronchial_biopsy,endobronchial_or_transbronchial_biopsy
endobronchial_or_transbronchial_biopsy,wang biopsy
endobronchial_or_transbronchial_biopsy,endobronchial or transbronchial biopsy
endobronchial_or_transbronchial_biopsy,endobronchial transbronchial biopsy
open_lung_biopsy,open_lung_biopsy
open_lung_biopsy,open lung biopsy
pleura_biopsy,pleura biopsy
pleura_biopsy,pleura_biopsy
breast_biopsy_aspirate,breast_biopsy_aspirate
breast_biopsy_aspirate,breast biopsy aspirate
pituitary_biopsy,pituitary biopsy
pituitary_biopsy,pituitary_biopsy
thyroid_biopsy,thyroid biopsy
thyroid_biopsy,thyroid_biopsy
parathyroid_biospy,parathyroid biospy
parathyroid_biospy,parathyroid_biospy
adrenal_biopsy,adrenal biopsy
adrenal_biopsy,adrenal_biopsy
gonadal_biopsy,gonadal biopsy
gonadal_biopsy,gonadal_biopsy
myocardial_biopsy,myocardial biopsy
myocardial_biopsy,myocardial_biopsy
pericardial_biopsy,pericardial_biopsy
pericardial_biopsy,pericardial biopsy
blood_vessel_biopsy,blood vessel biopsy
blood_vessel_biopsy,blood_vessel_biopsy
esophagus_biopsy,esophagus biopsy
esophagus_biopsy,esophagus_biopsy
stomach_biopsy,stomach_biopsy
stomach_biopsy,stomach biopsy
si_biopsy,si biopsy
si_biopsy,Duodenum or Small Intestine Biopsy
si_biopsy,duodenum or small intestine biopsy
si_biopsy,duodenum small intestine biopsy
si_biopsy,si_biopsy
colon_biopsy,colon biopsy
colon_biopsy,colon_biopsy
rectal_biopsy,rectal biopsy
rectal_biopsy,rectal_biopsy
rectal_biopsy,Rectum or Anus Biopsy
rectal_biopsy,rectum or anus biopsy
rectal_biopsy,rectum anus biopsy
liver_biopsy,liver_biopsy
liver_biopsy,liver biopsy
liver_biopsy,Liver Biopsy or Aspirate
liver_biopsy,liver biopsy or aspirate
liver_biopsy,liver biopsy aspirate
pancreas_biospy,pancreas biospy
pancreas_biospy,pancreas_biospy
peritoneum_biopsy,peritoneum_biopsy
peritoneum_biopsy,peritoneum biopsy
kidney_biopsy,kidney_biopsy
kidney_biopsy,kidney biopsy
ureter_or_urinary_bladder_biopsy,ureter_or_urinary_bladder_biopsy
ureter_or_urinary_bladder_biopsy,ureter or urinary bladder biopsy
ureter_or_urinary_bladder_biopsy,ureter urinary bladder biopsy
uterine_biopsy,Uterus Biopsy or Curettage
uterine_biopsy,uterus biopsy or curettage
uterine_biopsy,uterus biopsy curettage
uterine_biopsy,uterine_biopsy
uterine_biopsy,uterine biopsy
prostate_biopsy,Prostate Biopsy or Aspirate
prostate_biopsy,prostate biopsy or aspirate
prostate_biopsy,prostate biopsy aspirate
prostate_biopsy,prostate biopsy
prostate_biopsy,prostate_biopsy
hematopoetic_and_reticuloendothelial_histopatholog,hematopoetic and reticuloendothelial histopathological studies
hematopoetic_and_reticuloendothelial_histopatholog,hematopoetic and reticuloendothelial histopathological study
hematopoetic_and_reticuloendothelial_histopatholog,hematopoetic reticuloendothelial histopathological study
hematopoetic_and_reticuloendothelial_histopatholog,hematopoetic_and_reticuloendothelial_histopathological_studies
hematopoetic_and_reticuloendothelial_histopatholog,hematopoetic_and_reticuloendothelial_histopatholog
bone_marrow_biopsy,BMBx
bone_marrow_biopsy,bmbx
bone_marrow_biopsy,BM biopsy
bone_marrow_biopsy,bm biopsy
bone_marrow_biopsy,bone marrow biopsy
bone_marrow_biopsy,bone_marrow_biopsy
bone_marrow_aspirate_and_biopsy_routine_studies,bone marrow aspirate and biopsy routine studies
bone_marrow_aspirate_and_biopsy_routine_studies,bone marrow aspirate and biopsy routine study
bone_marrow_aspirate_and_biopsy_routine_studies,bone marrow aspirate biopsy routine study
bone_marrow_aspirate_and_biopsy_routine_studies,bone_marrow_aspirate_and_biopsy_routine_studies
bone_marrow_microbiological_studies,bone marrow microbiological studies
bone_marrow_microbiological_studies,bone marrow microbiological study
bone_marrow_microbiological_studies,bone_marrow_microbiological_studies
bone_marrow_special_studies,bone marrow special studies
bone_marrow_special_studies,bone marrow special study
bone_marrow_special_studies,bone_marrow_special_studies
lymph_node_biopsy,lymph_node_biopsy
lymph_node_biopsy,Lymph Node Biopsy or Aspirate
lymph_node_biopsy,lymph node biopsy or aspirate
lymph_node_biopsy,lymph node biopsy aspirate
lymph_node_biopsy,lymph node biopsy
splenic_biopsy,splenic_biopsy
splenic_biopsy,Splenic Aspirate or Biopsy
splenic_biopsy,splenic aspirate or biopsy
splenic_biopsy,splenic aspirate biopsy
splenic_biopsy,splenic biopsy
skin_biopsy,skin_biopsy
skin_biopsy,skin biopsy
musculoskeletal_histopathological_studies,musculoskeletal histopathological studies
musculoskeletal_histopathological_studies,musculoskeletal histopathological study
musculoskeletal_histopathological_studies,musculoskeletal_histopathological_studies
skin-to-muscle_biopsy,skin-to-muscle biopsy
skin-to-muscle_biopsy,skin to muscle biopsy
skin-to-muscle_biopsy,skin muscle biopsy
skin-to-muscle_biopsy,skin-to-muscle_biopsy
skin-to-muscle_biopsy,skin to muscle_biopsy
skin-to-muscle_biopsy,skin muscle_biopsy
muscle_biopsy,muscle_biopsy
muscle_biopsy,muscle biopsy
bone_biopsy,bone biopsy
bone_biopsy,bone_biopsy
synovium_biopsy,synovium_biopsy
synovium_biopsy,synovium biopsy
orders,order
orders,orders
orders,order
orders,orders
instructions,instructions
instructions,instruction
instructions,instructions
discharge_instructions,discharge instructions
discharge_instructions,discharge instruction
discharge_instructions,discharge_instructions
activity,activity
activity,activity
discharge_activity,discharge activity
discharge_activity,discharge_activity
follow_up,followup
follow_up,followup care plan
follow_up,follow up
follow_up,followup appointments
follow_up,followup appointment
follow_up,return to clinic
follow_up,return clinic
follow_up,rtc
follow_up,followup instructions
follow_up,followup instruction
follow_up,follow-up appointments; arrangements for care
follow_up,follow up appointment arrangement for care
follow_up,follow up appointment arrangement care
follow_up,follow_up
follow_up,follow-up
follow_up,follow up
follow_up,follow up appointment
discharge_followup,discharge followup plans
discharge_followup,discharge followup plan
discharge_followup,discharge plans and follow-up
discharge_followup,discharge plan and follow up
discharge_followup,discharge plan follow up
discharge_followup,discharge planning
discharge_followup,discharge plan
discharge_followup,discharge followup
discharge_followup,discharge_followup
discharge_followup,follow up at discharge
discharge_followup,follow up discharge
discharge_followup,discharge plan
discharge_followup,discharge follow-up
discharge_followup,followup plan
functional_status,functional status
functional_status,history of functional status
functional_status,history functional status
functional_status,functional_status
problem_list,problem
problem_list,problem list
problem_list,problems
problem_list,problem
problem_list,problem_list
problem_list,significant problems
problem_list,significant problem
discharge_problem_list,discharge_problem_list
discharge_problem_list,discharge problem list
ed_problem,ed problem
ed_problem,ed_problem
health_status,health status
health_status,health_status
assessment_and_plan,impression/recommendations
assessment_and_plan,impression recommendation
assessment_and_plan,a/p
assessment_and_plan,a p
assessment_and_plan,impression and recommendation
assessment_and_plan,impression recommendation
assessment_and_plan,impression/plan
assessment_and_plan,impression plan
assessment_and_plan,plan and discussion
assessment_and_plan,plan discussion
assessment_and_plan,assessment_and_plan
assessment_and_plan,impression and recommendations
assessment_and_plan,impression and recommendation
assessment_and_plan,impression recommendation
assessment_and_plan,assessment and recommendations
assessment_and_plan,assessment and recommendation
assessment_and_plan,assessment recommendation
assessment_and_plan,impression and plan
assessment_and_plan,impression plan
assessment_and_plan,a&p
assessment_and_plan,a p
assessment_and_plan,assessment and plan
assessment_and_plan,assessment plan
assessment_and_plan,assessment/plan
assessment_and_plan,assessment plan
assessment_and_plan,clinical comments
assessment_and_plan,clinical comment
assessment_and_plan,impression and plans
assessment_and_plan,impression and plan
assessment_and_plan,impression plan
summary,discussion
summary,summary of the cardiopulmonary bypass
summary,summary cardiopulmonary bypass
summary,summary of cardiopulmonary bypass
summary,summary cardiopulmonary bypass
summary,summary
summary,summary
assessment,a
assessment,clinical impression
assessment,assessment
assessment,impression
assessment,interpretation
assessment,assessment
assessment,initial impression
